name,address,city,stars,review_count,tags
Nestle Toll House Cafe by Chip,8021 Citrus Park,Tampa,3.5,7,food bakeries restaurants desserts cafes coffee & tea food bakeries restaurants desserts cafes coffee & tea cheap budget inexpensive affordable bikeparking businessacceptscreditcards goodforkids restaurantstakeout
Wawa,8458 N Dale Mabry Hwy,Tampa,3.5,6,coffee & tea gas stations food sandwich automotive restaurants fast food coffee & tea gas stations food sandwich automotive restaurants fast food hastv businessparking_lot noiselevel_average businessacceptscreditcards restaurantstakeout wifi_free restaurantsdelivery cheap budget inexpensive affordable
Kissin' Cuzzins,951 34th St N,Saint Petersburg,4.5,215,restaurants breakfast & brunch diner sandwich wrap restaurants breakfast & brunch diner sandwich wrap businessacceptscreditcards businessparking_lot cheap budget inexpensive affordable goodforkids restaurantsgoodforgroups restaurantstakeout restaurantsattire_casual bikeparking noiselevel_average goodformeal_lunch goodformeal_brunch goodformeal_breakfast ambience_casual restaurantstableservice
Domino's Pizza,3801 W Gandy Blvd,Tampa,3.5,21,restaurants sandwich pizza chicken wings restaurants sandwich pizza chicken wings restaurantsgoodforgroups restaurantsdelivery restaurantstakeout goodforkids caters restaurantsattire_casual businessacceptscreditcards hastv cheap budget inexpensive affordable
Chipotle Mexican Grill,533 S Howard Ave,Tampa,2.5,138,mexican fast food restaurants mexican fast food restaurants ambience_casual restaurantsattire_casual restaurantsgoodforgroups alcohol_beer_and_wine bikeparking outdoorseating goodforkids businessacceptscreditcards cheap budget inexpensive affordable noiselevel_average businessparking_lot goodformeal_lunch goodformeal_dinner hastv restaurantsdelivery restaurantstakeout caters
Two Asians & A Grill,5215 N Lois Ave,Tampa,4.5,43,food restaurants food trucks asian fusion street vendors food restaurants food trucks asian fusion street vendors businessacceptscreditcards hastv moderate casual
Ruby Thai Kitchen,"27001 US Hwy 19 N, Ste 2081",Clearwater,3.5,8,restaurants thai restaurants thai restaurantsattire_casual goodforkids cheap budget inexpensive affordable businessacceptscreditcards restaurantsgoodforgroups restaurantstakeout hastv
Denny's,2001 S Frontage Rd,Plant City,2.5,32,diner fast food restaurants breakfast & brunch american (traditional) diner fast food restaurants breakfast & brunch american (traditional) wifi_free moderate casual restaurantsattire_casual noiselevel_average restaurantsgoodforgroups restaurantstakeout businessacceptscreditcards goodforkids hastv goodformeal_brunch restaurantsdelivery
Burger King,2117 State Rd 60 E,Valrico,2.0,19,restaurants fast food burger restaurants fast food burger restaurantsgoodforgroups noiselevel_quiet restaurantsattire_casual goodforkids wifi_free businessacceptscreditcards cheap budget inexpensive affordable hastv restaurantsdelivery
Golden China,15219 N Dale Mabry Hwy,Tampa,4.0,28,restaurants chinese restaurants chinese restaurantsattire_casual goodforkids cheap budget inexpensive affordable businessacceptscreditcards restaurantstakeout bikeparking hastv
Waffle House,10041 US 301,Riverview,3.5,7,breakfast & brunch restaurants american (traditional) diner breakfast & brunch restaurants american (traditional) diner restaurantstakeout
Royal Sushi Buffet,9550 US Hwy 19 N,New Port Richey,2.5,23,japanese buffets sushi bar restaurants japanese buffets sushi bar restaurants restaurantstakeout hastv businessparking_lot ambience_casual noiselevel_average restaurantsattire_casual caters restaurantsreservations businessacceptscreditcards restaurantstableservice restaurantsdelivery
Panera Bread,40968 US Highway 19 N,Tarpon Springs,2.5,46,sandwich food bagel soup restaurants bakeries salad breakfast & brunch sandwich food bagel soup restaurants bakeries salad breakfast & brunch restaurantsattire_casual outdoorseating bikeparking caters wifi_free restaurantsgoodforgroups goodforkids hastv businessparking_lot drivethru restaurantsdelivery restaurantstakeout moderate casual businessacceptscreditcards ambience_casual goodformeal_breakfast goodformeal_lunch noiselevel_average
Arepa Mia,26242 Wesley Chapel Blvd,Lutz,4.0,19,latin american restaurants venezuelan latin american restaurants venezuelan restaurantsdelivery
Tijuana Flats,4027 S Dale Mabry Hwy,Tampa,3.5,66,restaurants tex-mex mexican restaurants tex-mex mexican hastv wifi_free alcohol_beer_and_wine outdoorseating restaurantsattire_casual noiselevel_average goodforkids businessacceptscreditcards restaurantsgoodforgroups caters ambience_casual cheap budget inexpensive affordable restaurantsdelivery restaurantstakeout businessparking_lot goodformeal_lunch goodformeal_dinner
Doble Gustazo,21300 Coakley Ln,Land O'Lakes,4.5,26,food food trucks puerto rican caribbean sandwich food stands restaurants food food trucks puerto rican caribbean sandwich food stands restaurants businessacceptscreditcards wheelchairaccessible restaurantstakeout outdoorseating businessparking_lot bikeparking
Cafe Cibo,8697 4th St N,Saint Petersburg,4.0,227,event planning & services italian caterers restaurants event planning & services italian caterers restaurants noiselevel_average outdoorseating goodforkids restaurantsattire_casual bikeparking caters restaurantsgoodforgroups businessacceptscreditcards restaurantsreservations moderate casual restaurantstakeout alcohol_beer_and_wine wifi_free businessparking_lot ambience_casual goodformeal_lunch goodformeal_dinner restaurantsdelivery
La Botana Antojos Agridulces,"11130 US Hwy 41 S, Ste 101",Gibsonton,4.0,14,mexican desserts food restaurants mexican desserts food restaurants hastv bikeparking goodforkids restaurantsattire_casual restaurantsgoodforgroups cheap budget inexpensive affordable noiselevel_quiet restaurantstakeout businessacceptscreditcards
Marco's Pizza,20305 Bruce B Downs Blvd,Tampa,3.0,38,restaurants pizza restaurants pizza caters restaurantstakeout noiselevel_average ambience_casual restaurantsattire_casual restaurantsdelivery businessacceptscreditcards restaurantsgoodforgroups moderate casual businessparking_lot goodforkids goodformeal_lunch goodformeal_dinner hastv
A-Green Oriental Market,1321 E Fletcher Ave,Tampa,4.0,7,ethnic food grocery restaurants imported food food specialty food vegan ethnic food grocery restaurants imported food food specialty food vegan cheap budget inexpensive affordable goodforkids restaurantsgoodforgroups businessacceptscreditcards
Jersey Mike's Subs,10051 N Dale Mabry Hwy,Tampa,4.0,39,fast food sandwich restaurants delis fast food sandwich restaurants delis ambience_casual caters bikeparking restaurantsgoodforgroups noiselevel_average businessacceptscreditcards restaurantstakeout restaurantsattire_casual goodformeal_lunch goodformeal_dinner businessparking_lot cheap budget inexpensive affordable hastv goodforkids restaurantsdelivery
Cru Cellars @ Armature Works,1910 N Ola Ave,Tampa,3.5,50,nightlife restaurants wine bar bar steakhouse american (new) sandwich food stands nightlife restaurants wine bar bar steakhouse american (new) sandwich food stands moderate casual restaurantstakeout bikeparking businessacceptscreditcards outdoorseating businessparking_lot wifi_free restaurantsdelivery goodformeal_dinner ambience_hipster ambience_casual ambience_trendy alcohol_beer_and_wine
The Dinner Detective,"Hilton Garden Inn Tampa Airport Westshore, 5312 Avion Park Dr",Tampa,4.0,12,ticket sales dinner theater nightlife comedy clubs performing arts arts & entertainment restaurants ticket sales dinner theater nightlife comedy clubs performing arts arts & entertainment restaurants alcohol_full_bar restaurantstableservice wheelchairaccessible restaurantsreservations businessparking_street businessparking_lot businessparking_valet restaurantstakeout businessacceptscreditcards
Munchies,11208 E Dr Martin Luther King Jr,Seffner,3.0,40,pizza restaurants chicken wings pizza restaurants chicken wings restaurantsdelivery restaurantsreservations hastv restaurantstakeout businessacceptscreditcards cheap budget inexpensive affordable restaurantsattire_casual noiselevel_average ambience_divey
Bob Evans,12272 Morris Bridge Rd,Temple Terrace,3.5,69,comfort food hotels & travel bed & breakfast restaurants american (traditional) salad breakfast & brunch comfort food hotels & travel bed & breakfast restaurants american (traditional) salad breakfast & brunch restaurantsgoodforgroups businessacceptscreditcards noiselevel_average restaurantsattire_casual bikeparking wifi_free goodforkids restaurantstakeout cheap budget inexpensive affordable hastv caters ambience_casual businessparking_lot restaurantstableservice goodformeal_breakfast goodformeal_brunch goodformeal_lunch goodformeal_dessert restaurantsdelivery
Chili's,28444 State Road 54,Wesley Chapel,2.5,76,bar tex-mex restaurants nightlife american (traditional) bar tex-mex restaurants nightlife american (traditional) goodforkids restaurantsgoodforgroups alcohol_full_bar moderate casual restaurantsattire_casual bestnights_sunday restaurantstableservice hastv businessparking_lot goodformeal_brunch businessacceptscreditcards bikeparking happyhour noiselevel_loud ambience_casual restaurantstakeout restaurantsdelivery
Bula Kafe,2500 5th Ave N,Saint Petersburg,4.0,94,nightlife lounges coffee & tea cafes bar restaurants food nightlife lounges coffee & tea cafes bar restaurants food restaurantsgoodforgroups outdoorseating bikeparking businessparking_lot businessacceptscreditcards wifi_free restaurantsattire_casual restaurantstakeout goodforkids hastv businessacceptsbitcoin ambience_hipster ambience_classy cheap budget inexpensive affordable bestnights_friday bestnights_thursday bestnights_saturday smoking_outdoor noiselevel_average dogsallowed happyhour
Asian Kitchen,117 S Hyde Park Ave,Tampa,4.5,19,food thai noodles poke asian fusion restaurants sandwich food thai noodles poke asian fusion restaurants sandwich restaurantstakeout businessparking_street moderate casual
1823 Kitchen & Bar,2900 Bayport Dr,Tampa,4.0,36,restaurants nightlife american (new) bar restaurants nightlife american (new) bar goodforkids restaurantstakeout businessacceptscreditcards restaurantsgoodforgroups outdoorseating hastv moderate casual restaurantsattire_casual bikeparking noiselevel_quiet alcohol_full_bar restaurantsreservations wifi_free restaurantstableservice ambience_casual ambience_upscale businessparking_garage businessparking_lot wheelchairaccessible
St. Pete Bagel Co,11987 Indian Rocks Rd,Largo,4.0,104,restaurants donut bagel cafes food sandwich bakeries coffee & tea restaurants donut bagel cafes food sandwich bakeries coffee & tea businessparking_lot businessacceptscreditcards cheap budget inexpensive affordable hastv goodforkids restaurantsattire_casual restaurantstakeout restaurantsgoodforgroups wifi_free noiselevel_average ambience_casual goodformeal_brunch goodformeal_breakfast restaurantsdelivery
Latin Grill  - Brandon,3318 John Moore,Brandon,3.5,139,restaurants cuban spanish food latin american restaurants cuban spanish food latin american goodforkids moderate casual restaurantstakeout alcohol_full_bar restaurantsgoodforgroups hastv outdoorseating noiselevel_average restaurantsreservations bikeparking restaurantsattire_casual ambience_casual businessacceptscreditcards goodformeal_dessert goodformeal_lunch goodformeal_dinner goodformeal_brunch goodformeal_breakfast businessparking_lot restaurantstableservice restaurantsdelivery caters wheelchairaccessible
Pholicious,8027 Citrus Park Town Center Mall,Tampa,3.0,26,food restaurants vietnamese food restaurants vietnamese businessacceptscreditcards restaurantsattire_casual goodforkids cheap budget inexpensive affordable restaurantsgoodforgroups restaurantstakeout hastv noiselevel_average
Craft Kafe,200 Central Ave,Saint Petersburg,4.5,155,cafes bakeries restaurants coffee & tea food cafes bakeries restaurants coffee & tea food dogsallowed goodforkids businessacceptscreditcards goodformeal_lunch goodformeal_brunch wifi_free moderate casual restaurantsgoodforgroups restaurantsattire_casual bikeparking noiselevel_average alcohol_beer_and_wine restaurantstakeout ambience_casual outdoorseating hastv businessparking_street
Green Iguana Bar & Grill,4029 S Westshore Blvd,Tampa,3.5,169,restaurants bar sports bar nightlife american (traditional) food beer wine & spirits restaurants bar sports bar nightlife american (traditional) food beer wine & spirits businessparking_lot alcohol_full_bar businessacceptscreditcards hastv ambience_casual outdoorseating caters noiselevel_loud restaurantsattire_casual restaurantsgoodforgroups wifi_free bikeparking goodformeal_latenight goodformeal_lunch goodformeal_dinner moderate casual happyhour smoking_yes goodfordancing restaurantstableservice music_live bestnights_monday bestnights_friday bestnights_saturday restaurantstakeout
